Cue,Target,AFS,AFP,AFSS,FSG,COS,BOI,Concrete,SUBTLEX,AoA,Length,QSS,n,n.affordance,affordance_count
ottoman,sit,0.191780822,0.518518519,28,NA,NA,5.833333333,4.9,1.2304,10.94,7,NA,27,23,79
outfielder,catch,0.222222222,0.307692308,20,NA,NA,4.6,4.67,0.7782,8.1,10,NA,26,20,36
outfit,wear,0.179245283,0.558823529,56,0.033,NA,6.130434783,4.12,3.1075,7,6,12,34,28,104
outhouse,poop,0.162790698,0.225806452,26,NA,NA,4.64,4.89,1.5911,7.9,8,NA,31,22,47
outlet,plug in,0.333333333,0.625,23,NA,NA,4.541666667,4.31,2.0128,8.32,6,12,32,30,59
oven,cook,0.309859155,0.916666667,21,0.218,NA,5.923076923,4.97,2.6571,5.67,4,9,24,24,63
overcoat,warm,0.253164557,0.540540541,31,NA,NA,6.52,4.5,1.8751,8.95,8,NA,37,32,79
oxtail,eat,0.24,0.4,26,NA,NA,4.444444444,4.5,0.301,12.29,6,NA,30,22,49
oyster,eat,0.293103448,0.68,25,0.013,NA,5.407407407,4.85,2.1959,8,6,14,25,21,54
pacemaker,regulate,0.117647059,0.1875,28,NA,NA,4.363636364,4.68,1.5911,12.42,9,NA,32,25,50
pacifier,suck,0.207792208,0.5,32,NA,NA,6.090909091,4.61,1.3222,4.56,8,NA,32,31,72
package,open,0.1,0.357142857,46,0.014,NA,5.75,4.72,3.0656,6.61,7,19,28,25,99
packaging,mail,0.086956522,0.206896552,39,NA,NA,5.038461538,4.44,1.6435,8.89,9,NA,29,28,71
packet,open,0.086956522,0.1875,42,NA,NA,4.52173913,4.46,2.1106,8.94,6,NA,32,25,63
pad,protect,0.157142857,0.333333333,39,NA,NA,5.217391304,4.43,2.6191,8.83,3,13,33,30,68
padding,protect,0.214285714,0.535714286,38,NA,NA,4.925925926,4.52,1.699,8.45,7,16,28,26,69
paddle,move,0.129032258,0.296296296,33,NA,NA,5.68,4.8,2.2833,6.58,6,14,27,25,62
padlock,lock,0.320754717,0.653846154,24,NA,NA,6.08,4.92,1.5563,8.84,7,NA,26,21,48
page,write,0.223529412,0.612903226,37,NA,0.334437577,4.96,4.9,3.2817,5.16,4,10,31,30,88
pail,carry,0.104651163,0.321428571,37,NA,NA,4.772727273,4.93,1.6902,6.16,4,7,28,28,87
painkiller,take,0.12,0.206896552,31,NA,NA,5.518518519,4.18,1.4472,11.59,10,NA,29,24,50
paint,paint,0.183333333,0.423076923,35,NA,1,5.090909091,4.79,3.2737,4.45,5,16,26,24,56
paintbox,paint,0.23880597,0.571428571,27,NA,NA,4.44,4.65,0.7782,6.35,8,NA,28,26,66
paintbrush,paint,0.366197183,0.962962963,32,NA,0.166640359,5.56,4.79,1.4472,6.22,10,NA,27,27,83
pajamas,wear,0.333333333,0.344262295,25,0.013,NA,6.222222222,4.73,2.4742,3.48,7,15,61,59,142
pal,talk,0.183908046,0.470588235,40,NA,NA,4.333333333,3.93,3.4681,5.74,3,4,34,27,82
pallet,stack,0.122807018,0.269230769,31,NA,NA,4.36,4.59,1.3424,12,6,NA,26,22,56
palm,hold,0.115789474,0.379310345,49,NA,NA,5.44,4.83,2.8299,6,4,8,29,24,89
pamphlet,read,0.205882353,0.75,49,NA,NA,5.565217391,4.61,1.7853,9.5,8,NA,28,26,100
pan,cook,0.236220472,0.810810811,44,0.155,0.073132487,6.409090909,4.86,2.798,4.72,3,13,37,34,109
panhandler,give,0.163265306,0.216216216,30,NA,NA,4.92,4,1.1761,13.12,10,NA,37,27,55
pantaloons,wear,0.353846154,0.821428571,29,NA,NA,4.695652174,4.79,1.0792,NA,10,NA,28,26,64
panties,wear,0.303030303,0.689655172,26,NA,NA,5.791666667,4.9,2.618,5.75,7,NA,29,26,63
pantry,store,0.5,1,14,NA,NA,5.260869565,4.67,1.9542,8.17,6,NA,32,29,51
pants,wear,0.240506329,0.703703704,36,0.038,NA,6.333333333,4.86,3.4767,3.23,5,22,27,24,78
paper,write,0.167567568,0.861111111,61,0.144,NA,5.695652174,4.93,3.722,4,5,15,36,34,178
paperback,read,0.259259259,0.617647059,39,NA,NA,5.090909091,4.57,1.3802,7.94,9,NA,34,25,80
paperhanger,hang,0.333333333,0.551724138,23,NA,NA,4.625,4.04,0.9542,10.71,11,NA,29,26,49
paperweight,hold,0.220338983,0.481481481,23,NA,NA,5.291666667,4.78,1.3424,6.72,11,NA,27,24,55
paprika,season,0.176470588,0.483870968,31,NA,NA,4.428571429,5,1.6232,9.63,7,NA,31,31,76
parachute,jump,0.1,0.307692308,42,NA,NA,4.68,4.78,2.2122,7,9,NA,26,24,70
parachutist,jump,0.155555556,0.259259259,30,NA,NA,4.6,4.3,0.9542,11.11,11,NA,27,25,44
parakeet,pet,0.213333333,0.516129032,38,NA,NA,5.12,4.9,1.7482,6.53,8,NA,31,25,64
paraphernalia,sell,0.146341463,0.214285714,28,NA,NA,4.5,3.67,1.5051,13.27,13,NA,28,19,47
paratrooper,fly,0.111111111,0.259259259,42,NA,NA,4.291666667,4.89,1.2304,13.41,11,NA,27,24,56
parcel,deliver,0.098765432,0.296296296,39,NA,NA,5.583333333,4.81,1.8573,10.67,6,14,27,21,67
parchment,write,0.158730159,0.37037037,32,NA,NA,4.681818182,4.48,1.6021,10.5,9,NA,27,24,65
parent,love,0.189873418,0.555555556,45,NA,NA,5.04,4.56,2.8267,4.22,6,10,27,26,73
parka,wear,0.305555556,0.709677419,30,NA,NA,5.875,4.65,1.5051,10.32,5,NA,31,28,71
parsley,cook,0.134615385,0.5,37,NA,0.170236604,5.434782609,4.77,1.6435,8.95,7,29,28,26,95
parsnip,cook,0.144736842,0.423076923,32,NA,NA,5.666666667,4.85,0.699,10.75,7,NA,26,23,76
partner,love,0.104761905,0.289473684,49,0.02,NA,5.230769231,3.53,3.584,5.85,7,17,38,32,103
passenger,talk,0.146341463,0.2,28,NA,NA,5.08,4.34,2.7404,6.65,9,10,30,19,41
passionflower,smell,0.178571429,0.37037037,24,NA,NA,4.782608696,4.72,NA,NA,13,NA,27,22,55
passport,travel,0.298245614,0.62962963,30,NA,NA,5,5,2.7284,12.16,8,NA,27,26,52
pasta,eat,0.220930233,0.655172414,33,NA,0.342755231,5.72,4.86,2.3365,5.78,5,13,29,25,84
pastrami,eat,0.421052632,0.615384615,17,NA,NA,5.142857143,4.74,1.699,8.42,8,NA,26,22,41
pastry,eat,0.188118812,0.633333333,41,0.02,NA,6.086956522,4.97,1.9956,7.21,6,22,30,26,99
path,walk,0.301369863,0.647058824,30,0.091,NA,4.37037037,4.41,3.098,6.11,4,12,34,28,73
patrolman,safety,0.138888889,0.285714286,36,NA,NA,4.814814815,4.67,1.7993,9.5,9,NA,35,31,63
paw,walk,0.125,0.296296296,38,NA,0.3716057,5,4.3,2.2041,5.89,3,13,27,24,60
pea,eat,0.284313725,0.878787879,38,NA,NA,5.777777778,4.9,2.301,3.95,3,NA,33,31,98
peach,eat,0.387096774,0.888888889,22,NA,NA,5.88,4.9,2.5119,4.21,5,10,27,25,61
peacock,pet,0.15625,0.3125,36,NA,NA,4.8,5,NA,5.76,7,NA,32,25,67
peanut,eat,0.232876712,0.5,27,NA,NA,6.192307692,4.89,2.8,5,6,15,34,28,67
peanuts,eat,0.272727273,0.967741935,42,NA,NA,6.12,4.9,2.5866,4.72,7,23,31,31,111
pear,eat,0.323943662,0.884615385,35,NA,NA,5.72,4.93,1.8388,4,4,9,26,24,74
pearl,wear,0.18,0.36,28,NA,NA,5.555555556,4.87,NA,6.28,5,14,25,20,59
peashooter,shoot,0.365384615,0.678571429,24,NA,NA,4.84,4.28,0.6021,9.79,10,NA,28,24,43
pebble,throw,0.306451613,0.655172414,24,NA,NA,5.47826087,4.86,1.8195,5.68,6,4,29,26,64
pecan,eat,0.259259259,0.777777778,29,NA,NA,5.5,4.87,1.6902,6.8,5,6,27,24,79
pedal,push,0.171875,0.35483871,33,0.02,0.337879515,5.04,4.44,2.0212,6.5,5,11,31,30,69
pedestal,stand,0.181818182,0.387096774,37,NA,NA,4.88,4.48,1.8325,10.8,8,NA,31,27,68
pedestrian,walk,0.319148936,0.576923077,18,0.597,NA,4.962962963,4.41,1.8573,9.75,10,9,26,25,49
pedicurist,paint,0.1,0.21875,39,NA,NA,5.137931034,4.04,0.4771,14.76,10,NA,32,27,70
pedometer,measure,0.18,0.36,26,NA,NA,5.681818182,4.93,0.301,14.06,9,NA,25,24,50
peel,compost,0.117647059,0.16,18,NA,NA,4.458333333,4.61,2.4378,6.05,4,10,25,20,36
peelings,compost,0.1875,0.264705882,23,NA,NA,4.652173913,4.27,0.7782,6.44,8,NA,34,24,47
peephole,look,0.25,0.625,28,NA,NA,4.875,4.74,1.3979,9.35,8,NA,24,23,53
peg,hold,0.136363636,0.24,26,NA,NA,4.391304348,4.93,NA,6.83,3,NA,25,24,45
pegboard,display,0.106382979,0.166666667,23,NA,NA,5.04,4.93,0.301,8.32,8,NA,30,23,41
pellet,shoot,0.142857143,0.321428571,33,NA,NA,4.296296296,4.56,1.8325,10.18,6,NA,28,25,61
pelvis,walk,0.092307692,0.214285714,39,NA,NA,5.72,4.93,2.017,9.95,6,NA,28,25,63
pen,write,0.304347826,1,39,0.065,0.178607724,6.64,4.92,3.1011,5.11,3,4,27,27,94
pencil,write,0.272727273,0.891891892,39,0.07,0.077517732,5.869565217,4.88,2.7024,4.06,6,9,37,36,118
pendant,wear,0.404761905,0.53125,22,NA,NA,5.791666667,4.75,1.6721,10.3,7,NA,32,24,42
penknife,cut,0.255813953,0.733333333,33,NA,NA,5.833333333,4.83,0.9542,11.61,8,NA,30,26,85
pennant,decorate,0.19047619,0.307692308,24,NA,NA,5.153846154,4.37,1.5911,11.47,7,NA,26,21,39
penny,spend,0.172413793,0.405405405,35,NA,NA,6.448275862,4.83,3.0934,4.67,5,12,37,33,85
penthouse,live,0.154639175,0.535714286,46,NA,NA,4.333333333,4.36,2.3655,13.11,9,NA,28,25,91
peony,smell,0.170212766,0.592592593,36,NA,NA,4.333333333,4.48,0.4771,12.27,5,NA,27,24,92
people,talk,0.106382979,0.303030303,56,NA,NA,6.076923077,4.82,4.7501,3.52,6,18,33,29,93
pepper,season,0.156862745,0.444444444,38,NA,NA,5.875,4.59,2.6532,5.47,6,6,36,36,103
peppercorn,eat,0.169230769,0.323529412,20,NA,NA,5.181818182,4.89,0.8451,11.42,10,NA,34,26,53
peppermint,eat,0.209677419,0.5,29,NA,NA,5.391304348,4.43,1.8573,5.7,10,NA,26,24,61
pepperoni,eat,0.411764706,0.724137931,19,NA,NA,5.875,5,2.1206,6.21,9,5,29,26,60
perfume,smell,0.298969072,0.805555556,34,0.393,0.131009395,4.96,4.66,2.7664,7.06,7,12,36,35,95
periscope,see,0.227272727,0.37037037,25,NA,NA,4.653846154,4.78,1.8513,10.16,9,13,27,27,43
peroxide,clean,0.523809524,0.814814815,17,0.153,NA,4.555555556,4.93,1.7482,9.84,8,15,27,25,40
person,talk,0.103092784,0.294117647,54,NA,NA,6.12,4.72,4.0357,4.67,6,14,34,31,96
perspiration,cool,0.142857143,0.178571429,25,NA,NA,4.826086957,4.81,1.4472,10.32,12,NA,28,23,37
pet,love,0.098360656,0.307692308,53,0.014,NA,6.214285714,4.71,3.0128,4.05,3,11,39,35,120
petal,brake,0.049180328,0.115384615,45,NA,NA,5.75,4.57,1.6628,6.33,5,NA,26,21,52
phalanges,hold,0.077777778,0.259259259,56,NA,NA,4.35,4.61,1.2553,NA,9,NA,27,20,92
pharmacist,prescribe,0.084745763,0.135135135,35,NA,NA,5.041666667,4.03,1.8976,8.79,10,NA,37,24,57
pharmacy,medicine,0.296296296,0.8,35,NA,NA,5.083333333,4.78,2.2455,8.79,8,NA,30,22,62
phone,call,0.173228346,0.846153846,54,0.283,0.414597546,6.5,4.86,4.1385,4.11,5,10,26,25,121
phonograph,listen,0.148648649,0.366666667,41,NA,NA,4.423076923,4.59,1.7559,9.18,10,NA,30,27,69
photocopier,copy,0.359375,0.851851852,25,NA,NA,6.12,4.72,0.4771,10.22,11,NA,27,26,64
photocopy,copy,0.215686275,0.392857143,27,NA,NA,4.260869565,4.5,1.2041,11,9,NA,28,23,55
photograph,give,0.073170732,0.230769231,39,NA,NA,5.875,4.89,2.7634,6.68,10,NA,26,22,77
physician,advice,0.093333333,0.212121212,39,NA,NA,5.12,4.65,2.4969,8.68,9,4,33,29,75
physiologist,study,0.080645161,0.185185185,40,NA,NA,4.75,4.25,0.7782,15.32,12,NA,27,27,58
piano,play,0.31147541,0.703703704,24,0.267,NA,6.166666667,4.9,3.1035,5.5,5,14,27,24,56
piccolo,play,0.25974026,0.588235294,34,NA,NA,4.956521739,4.71,NA,NA,7,NA,34,30,71
pickaxe,chop,0.155172414,0.346153846,24,NA,NA,5.333333333,4.93,0.9542,NA,7,NA,26,23,55
pickle,eat,0.324675325,0.757575758,38,NA,0.089168354,5.730769231,4.64,2.3729,6.05,6,15,33,30,77
picnicker,eat,0.238095238,0.384615385,25,NA,NA,4.458333333,4.32,0.301,8.42,9,NA,26,20,42
picture,look,0.088607595,0.269230769,44,NA,NA,5.32,4.52,3.8489,4.05,7,11,26,24,80
picture frame,decorate,0.139534884,0.4,40,NA,NA,NA,4.61,NA,NA,13,NA,30,29,88
pie,eat,0.267175573,0.897435897,43,0.06,0.14444603,5.869565217,4.92,3.1664,3.67,3,21,39,38,126
piercing,decorate,0.074074074,0.111111111,38,NA,NA,5,4.15,1.8513,NA,8,NA,36,30,61
pig,eat,0.213333333,0.551724138,37,0.011,NA,4.56,5,3.3004,3.84,3,22,29,27,73
piglet,feed,0.125,0.346153846,38,NA,NA,4.68,4.93,NA,5.68,6,NA,26,20,70
pigtail,pull,0.243902439,0.285714286,25,NA,NA,4.958333333,4.67,0.9542,5.89,7,NA,35,19,37
pike,eat,0.112676056,0.296296296,44,NA,NA,4.590909091,4.25,NA,12.06,4,11,27,25,69
pilaf,eat,0.275862069,0.615384615,28,NA,NA,4.7,4.2,1.0414,12.25,5,NA,26,24,55
pill,swallow,0.213114754,0.40625,31,0.021,NA,6.36,4.72,2.781,6.06,4,14,32,26,61
pillar,support,0.276923077,0.5,26,NA,NA,5.041666667,4.77,1.9138,8.26,6,NA,36,33,61
pillow,sleep,0.247191011,0.785714286,36,0.321,NA,6.391304348,5,2.7649,3.47,6,14,28,28,87
pillowcase,sleep,0.225,0.545454545,38,NA,NA,5.92,4.93,1.5315,5.15,10,NA,33,31,83
pilot,fly,0.403508772,0.821428571,27,0.019,NA,4.52173913,4.67,3.1339,6.32,5,8,28,27,56
pimento,eat,0.175675676,0.5,44,NA,NA,4.769230769,4.64,0.699,NA,7,NA,26,24,72
pimple,pop,0.328358209,0.647058824,28,0.033,NA,5.72,4.77,1.9345,9.57,6,13,34,31,68
pin,hold,0.175438596,0.4,35,NA,NA,5.88,4.92,2.9222,4.53,3,15,25,24,58
pinball,play,0.320754717,0.607142857,29,NA,NA,5.782608696,4.48,1.8976,6.95,7,NA,28,25,51
pincushion,sew,0.180327869,0.34375,31,NA,NA,5.260869565,4.69,1,8.56,10,NA,32,28,60
pine,smell,0.194029851,0.382352941,34,0.014,NA,4.347826087,4.37,2.5011,5.53,4,7,34,25,58
pineapple,eat,0.271604938,0.6875,32,NA,NA,6.304347826,4.94,2.1173,6.25,9,NA,32,28,78
pinecone,decorate,0.206896552,0.486486486,40,NA,NA,5.821428571,4.85,NA,4.61,8,NA,37,32,87
pinewood,build,0.169811321,0.333333333,26,NA,NA,4.541666667,4.74,NA,NA,8,NA,27,24,53
pinkie,promise,0.068493151,0.147058824,45,NA,NA,5.260869565,4.39,1.9345,3.21,6,NA,34,26,68
pinwheel,spin,0.118421053,0.257142857,36,NA,NA,5.8,4.66,0.9031,7.63,8,NA,35,29,73
pipe,smoke,0.125,0.230769231,32,0.419,NA,5.653846154,4.88,2.9956,8.17,4,15,26,25,53
pistachio,eat,0.261261261,0.743589744,46,NA,NA,5.541666667,4.93,NA,8.74,9,NA,39,35,107
pistol,shoot,0.181818182,0.592592593,38,0.036,NA,5.260869565,4.89,2.711,7.28,6,10,27,25,85
pitcher,drink,0.171052632,0.464285714,24,0.061,0.221382542,5.259259259,4.93,2.2201,6.42,7,12,28,25,67
pitchfork,stab,0.163934426,0.384615385,37,0.02,NA,5.681818182,5,1.5563,6.89,9,14,26,22,63
pizza,eat,0.238636364,0.75,36,0.027,0.227761583,6.541666667,5,3.233,4.67,5,14,28,27,91
placard,advertise,0.083333333,0.178571429,42,NA,NA,4.458333333,4.46,0.8451,12.27,7,NA,28,23,59
placenta,eat,0.275862069,0.551724138,35,NA,NA,4.28,4.79,1.3979,12.06,8,NA,29,23,55
plaintiff,argue,0.108695652,0.135135135,29,NA,NA,4.375,3.9,2.2742,12.33,9,NA,37,22,43
plane,fly,0.293103448,0.918918919,47,0.238,NA,5.458333333,4.92,3.6878,4.95,5,12,37,37,114
plank,walk,0.208955224,0.518518519,36,NA,NA,4.92,5,2.0212,7.84,5,NA,27,25,67
planner,plan,0.181818182,0.518518519,33,NA,NA,4.916666667,3.61,1.9243,9.05,7,NA,27,24,67
plant,grow,0.129411765,0.392857143,38,0.106,NA,5.652173913,4.76,3.1489,3.95,5,14,28,25,78
plantain,eat,0.234375,0.555555556,25,NA,NA,5.409090909,4.42,0.301,12.8,8,NA,27,21,58
planter,plant,0.351851852,0.730769231,20,NA,NA,4.666666667,4.61,1.5185,7.68,7,NA,26,22,44
plaque,hang,0.092592593,0.172413793,40,NA,NA,4.52,4.7,2.0294,7.39,6,13,29,23,46
plaster,cover,0.264705882,0.321428571,21,NA,NA,4.4,4.59,2.1303,9.16,7,20,28,22,40
plastic,wrap,0.125,0.122807018,34,0.027,NA,5.04,4.79,2.9814,5.11,7,23,57,49,153
plate,eat,0.208333333,0.64516129,36,0.109,0.276974594,5.590909091,4.77,3.1169,3.84,5,12,31,27,90
platform,stand,0.305084746,0.6,27,0.027,NA,NA,4.48,2.4969,7.83,8,12,30,24,57
platter,serve,0.191176471,0.448275862,28,NA,NA,5.75,4.93,2.1761,8.68,7,NA,29,26,67
player,play,0.241935484,0.428571429,37,NA,NA,4.72,4.15,3.2849,6.89,6,20,35,23,57
playground,play,0.304761905,0.941176471,34,NA,NA,4.695652174,4.77,2.4166,4.28,10,12,34,34,100
playhouse,play,0.346153846,0.642857143,24,NA,NA,4.869565217,4.72,1.5315,5.17,9,NA,28,24,52
playroom,play,0.372881356,0.647058824,26,NA,NA,4.52,4.71,1.6232,6.11,8,NA,34,26,59
playsuit,wear,0.197183099,0.482758621,35,NA,NA,5.36,3.96,0.301,8.64,8,NA,29,24,67
plaything,play,0.240740741,0.481481481,31,NA,NA,4.92,3.68,1.415,8.17,9,11,27,24,54
playwright,write,0.263157895,0.576923077,26,NA,NA,4.28,3.56,1.8633,10.44,10,NA,26,25,46
plexiglas,protect,0.139534884,0.222222222,25,NA,NA,5.041666667,4.8,NA,NA,9,NA,27,22,44
pliers,pull,0.130434783,0.333333333,41,0.02,0.161282316,6.086956522,4.93,1.7782,7,6,16,36,36,89
plow,dig,0.102564103,0.235294118,36,0.027,NA,5,4.46,1.9868,7.11,4,17,34,29,74
plug,plug,0.229166667,0.379310345,25,NA,1,5.875,4.64,2.7259,6.05,4,25,29,21,48
plum,eat,0.324324324,0.857142857,34,NA,0.034798383,5.62962963,4.85,2.243,5.5,4,13,28,26,72
plumber,fix,0.344262295,0.7,28,0.02,NA,4.44,4.63,2.3617,8.56,7,14,30,25,49
plywood,build,0.25,0.625,35,NA,NA,4.807692308,4.82,1.3802,9.38,7,NA,32,29,80
pocket,hold,0.25,0.458333333,22,NA,NA,5.407407407,4.68,3.2605,4.74,6,18,24,23,53
pocketbook,hold,0.274509804,0.466666667,16,NA,NA,5.884615385,5,1.8865,9.35,10,7,30,25,45
pocketknife,cut,0.292929293,0.805555556,38,NA,NA,5.692307692,4.93,1.2553,5.94,11,NA,36,35,97
podiatrist,treat,0.088888889,0.133333333,34,NA,NA,4.791666667,4.63,1.0414,15.5,10,NA,30,22,47
poet,write,0.25,0.517241379,28,0.056,0.104780961,4.565217391,4.36,2.673,8.61,4,17,29,28,60
poinsettia,plant,0.179487179,0.451612903,34,NA,NA,5.347826087,4.92,0.6021,8.89,10,NA,31,28,71
poker,play,0.171428571,0.387096774,39,NA,NA,4.590909091,4.2,2.9138,9.1,5,10,31,27,68
pole,dance,0.112676056,0.258064516,36,NA,NA,5.32,4.66,2.8082,5.63,4,14,31,26,70
police,safety,0.107843137,0.314285714,50,NA,NA,4.739130435,4.79,4.0808,5.05,6,19,35,32,93
policeman,arrest,0.109756098,0.3,39,0.019,NA,5.428571429,4.93,2.7774,4.44,9,25,30,25,61
policewoman,protect,0.101694915,0.176470588,42,NA,NA,4.904761905,4.89,1.3802,6.37,11,NA,34,27,62
politician,lie,0.06779661,0.142857143,40,0.027,NA,4.409090909,4.33,2.2253,9.11,10,17,28,22,54
polyester,wear,0.236363636,0.371428571,30,NA,NA,5.086956522,4.12,1.8062,10.16,9,21,35,25,56
pomegranate,eat,0.261261261,0.852941176,39,NA,NA,5.391304348,4.86,1.1461,11.17,11,NA,34,34,107
pompom,cheer,0.182926829,0.441176471,27,NA,NA,5.16,4.68,0.9031,8.5,6,NA,34,31,79
poncho,wear,0.20212766,0.487179487,35,NA,NA,5.458333333,4.97,1.6532,8.84,6,NA,39,34,85
pond,fish,0.205479452,0.576923077,41,0.101,0.384208054,4.5,4.9,2.5105,5.16,4,8,26,22,70
pony,ride,0.261363636,0.821428571,39,0.055,0.053796772,5.375,4.9,2.617,5.39,4,5,28,25,85
pooch,pet,0.140350877,0.296296296,26,NA,NA,5.045454545,4.32,1.8261,7.67,5,NA,27,21,55
poodle,pet,0.25,0.666666667,36,NA,NA,5.652173913,4.89,2.1644,6.53,6,NA,27,20,62
pool,swim,0.277227723,0.823529412,34,0.274,0.432740483,6.041666667,4.77,3.3797,5.15,4,13,34,32,94
poop,flush,0.155172414,0.346153846,41,NA,NA,5.88,4.83,2.4564,4,4,NA,26,23,52
popcorn,eat,0.233082707,0.815789474,47,0.035,NA,6,5,2.6684,4.17,7,10,38,34,121
porch,sit,0.254545455,0.777777778,38,0.014,NA,4.44,4.92,2.692,5.4,5,15,36,35,106
pork,eat,0.269230769,0.807692308,31,NA,NA,4.916666667,4.79,2.7308,5.63,4,10,26,24,71
porridge,eat,0.344827586,0.810810811,35,NA,NA,4.80952381,4.89,1.6335,6.35,8,NA,37,33,87
portfolio,store,0.075757576,0.131578947,50,NA,NA,4.8,4,2.0212,13.84,9,NA,38,29,66
portrait,decorate,0.115384615,0.321428571,36,NA,NA,4.272727273,4.9,2.444,7.61,8,9,28,23,75
postage,send,0.205882353,0.411764706,28,NA,0.442408221,4.32,4.37,1.6902,8.33,7,6,34,30,63
postcard,send,0.115384615,0.321428571,43,NA,NA,5.76,4.93,2.3263,6.74,8,NA,28,24,72
poster,hang,0.168224299,0.5625,44,NA,NA,5.583333333,4.66,2.4857,8.12,6,NA,32,31,103
postman,deliver,0.290697674,0.735294118,33,NA,NA,4.913043478,4.74,2.1106,5.22,7,NA,34,33,77
postmaster,send,0.125,0.310344828,37,NA,NA,5.2,4.59,1.2553,11.32,10,NA,29,27,63
pot,cook,0.271317829,0.921052632,49,0.071,0.112797926,6.16,4.81,3.0607,5.95,3,15,38,37,113
potato,eat,0.158878505,0.53125,35,0.02,NA,5.6,4.85,2.7612,4.84,6,23,32,29,104
potboiler,boil,0.20754717,0.44,20,NA,NA,4.84,4.16,0.301,12.92,9,NA,25,24,52
potpourri,smell,0.324324324,0.48,18,NA,NA,5.333333333,4.59,1.3979,10.15,9,NA,25,21,35
pottery,decorate,0.152777778,0.392857143,35,NA,NA,5.458333333,4.72,1.9777,7.83,7,19,28,26,64
potty,flush,0.129032258,0.153846154,20,NA,NA,5.037037037,4.12,1.9395,2.28,5,NA,26,21,37
pouch,store,0.244444444,0.44,24,NA,NA,5.178571429,4.5,1.9445,6.56,5,11,25,20,44
poultry,cook,0.126436782,0.379310345,44,NA,NA,4.826086957,4.72,1.716,8.39,7,NA,29,20,82
powder,bake,0.105263158,0.242424242,46,NA,NA,5.416666667,4.76,2.9133,5.06,6,17,33,28,77
powderpuff,apply,0.09375,0.193548387,41,NA,NA,4.923076923,4.35,NA,10.56,10,NA,31,25,61
powerboat,ride,0.121621622,0.257142857,35,NA,NA,5.782608696,4.76,0.699,8.47,9,NA,35,34,74
practitioner,help,0.08,0.148148148,36,NA,NA,4.5,3.89,1.6435,13.61,12,NA,27,23,52
prankster,laugh,0.196078431,0.357142857,24,NA,NA,4.642857143,3.59,1.0792,8.58,9,NA,28,25,51
preschooler,teach,0.147058824,0.344827586,31,NA,NA,4.409090909,4.33,0.4771,NA,11,NA,29,25,65
present,give,0.164179104,0.423076923,34,NA,NA,4.32,3.39,3.6593,4.83,7,12,26,23,71
pretzel,eat,0.253333333,0.76,30,NA,NA,6.04,4.74,2.0128,5,7,NA,25,22,70
priest,pray,0.16,0.32,25,NA,NA,4.56,4.77,3.1261,7.1,6,13,25,21,50
primate,study,0.087719298,0.11627907,41,NA,NA,4.375,4.5,1.5563,9.32,7,13,43,34,91
primrose,plant,0.132075472,0.212121212,32,NA,NA,4.368421053,4.08,1.3222,12.53,8,NA,33,23,48
printout,read,0.088888889,0.296296296,49,NA,NA,5.2,4.53,1.5563,11.56,8,NA,27,24,84
prisoner,imprison,0.067567568,0.15625,47,NA,NA,4.307692308,4.11,3.0722,8,8,16,32,25,68
prize,win,0.186440678,0.379310345,28,0.338,NA,4.916666667,4.45,3.058,5.11,5,14,29,26,56
produce,cook,0.098591549,0.24137931,32,NA,NA,5.565217391,3.31,2.752,7.75,7,17,29,21,78
programmer,create,0.150943396,0.285714286,31,NA,NA,4.695652174,3.86,1.7559,13.28,10,NA,28,23,47
projector,show,0.132075472,0.24137931,25,NA,NA,5.086956522,4.64,1.7993,7.16,9,NA,29,24,49
proofreader,check,0.171428571,0.342857143,36,NA,NA,4.36,3.82,0.301,9.83,11,NA,35,31,70
prop,play,0.153846154,0.178571429,37,NA,NA,5.125,4.46,2.2765,10.83,4,NA,56,50,125
propeller,fly,0.189655172,0.35483871,35,NA,NA,4.36,4.9,1.8976,7,9,NA,31,26,57
proprietor,buy,0.14893617,0.259259259,30,NA,0.129224298,4.884615385,4.24,1.7853,12.21,10,13,27,20,40
prosecutor,defense,0.096774194,0.2,41,NA,NA,4.64,4.24,2.5647,11.47,10,NA,30,23,59
prosthesis,walk,0.127272727,0.25,36,NA,NA,4.689655172,4.19,1,13.22,10,NA,28,20,52
prostitute,sex,0.203703704,0.44,32,NA,NA,5,4.28,2.5866,11.78,10,NA,25,22,51
protester,change,0.0625,0.115384615,38,NA,NA,4.8,3.96,1.0414,11.06,9,NA,26,21,45
protractor,draw,0.218181818,0.461538462,29,NA,NA,5.434782609,4,0.6021,9.75,10,13,26,22,55
prune,eat,0.283783784,0.807692308,35,NA,0.029515216,5.074074074,4.7,1.8808,7.85,5,14,26,23,69
pub,drink,0.260869565,0.705882353,34,0.086,NA,4.666666667,4.71,2.281,12.05,3,6,34,29,90
publication,read,0.137931034,0.285714286,32,0.014,0.316166457,4.48,4.41,1.959,10.89,11,17,28,24,56
publisher,publish,0.229166667,0.423076923,20,NA,NA,4.44,4.24,2.3636,11.15,9,11,26,23,48
puck,hit,0.181818182,0.375,28,0.014,NA,4.608695652,4.5,2.1703,7.79,4,13,32,22,64
pudding,eat,0.305882353,0.787878788,34,NA,NA,5.958333333,4.9,2.4983,4.79,7,13,33,30,80
puddle,jump,0.222222222,0.592592593,36,NA,NA,5,4.67,2,5.37,6,8,27,24,72
pug,pet,0.173333333,0.481481481,31,NA,NA,5.965517241,4.62,NA,9.17,3,NA,27,24,71
